vocab_id,syllabus_order,level_min,level_max,level_raw,additional_levels,hanzi,syllabus_form,sense_number,syllabus_pinyin,pinyin,pinyin_search,pinyin_numeric,syllabus_part_of_speech_zh,part_of_speech_zh,example_zh,example_review_status,curation_status,source_id,source_locator,notes
hsk26-v00001,1,1,1,1,,爱,爱,,ài,ài,ài,ai4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1729,
hsk26-v00002,2,1,1,1,,八,八,,bā,bā,bā,ba1,数,数,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1730,
hsk26-v00003,3,1,1,1,,爸爸,爸爸,,bàba,bàba,bàba,ba4ba,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1731,
hsk26-v00004,4,1,1,1,,吧,吧,,ba,ba,ba,ba,助,助,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1732,
hsk26-v00005,5,1,1,1,,白天,白天,,báitiān,báitiān,báitiān,bai2tian1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1733,
hsk26-v00006,6,1,1,1,,百,百,,bǎi,bǎi,bǎi,bai3,数,数,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1734,
hsk26-v00007,7,1,1,1（4）,4,半,半,,bàn,bàn,bàn,ban4,数、（副）,数、（副）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1735,
hsk26-v00008,8,1,1,1,,包子,包子,,bāozi,bāozi,bāozi,bao1zi,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1736,
hsk26-v00009,9,1,1,1,,杯子,杯子,,bēizi,bēizi,bēizi,bei1zi,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1737,
hsk26-v00010,10,1,1,1,,本,本1,1,běn,běn,běn,ben3,量,量,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1738,
hsk26-v00011,11,1,1,1,,边,边,,biān,biān,biān,bian1,名、后缀,名、后缀,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1739,
hsk26-v00012,12,1,1,1,,病,病,,bìng,bìng,bìng,bing4,名、动,名、动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1740,
hsk26-v00013,13,1,1,1,,不,不,,bù,bù,bù,bu4,副,副,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1741,
hsk26-v00014,14,1,1,1,,不客气,不客气,,bú kèqi,búkèqi,búkèqi,bu2ke4qi,,,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1742,
hsk26-v00015,15,1,1,1,,不要,不要,,búyào,búyào,búyào,bu2yao4,副,副,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1743,
hsk26-v00016,16,1,1,1,,菜,菜,,cài,cài,cài,cai4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1744,
hsk26-v00017,17,1,1,1,,茶,茶,,chá,chá,chá,cha2,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1745,
hsk26-v00018,18,1,1,1,,唱,唱,,chàng,chàng,chàng,chang4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1746,
hsk26-v00019,19,1,1,1,,超市,超市,,chāoshì,chāoshì,chāoshì,chao1shi4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1747,
hsk26-v00020,20,1,1,1,,车,车,,chē,chē,chē,che1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1748,
hsk26-v00021,21,1,1,1,,吃,吃,,chī,chī,chī,chi1,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1749,
hsk26-v00022,22,1,1,1,,出租车,出租车,,chūzūchē,chūzūchē,chūzūchē,chu1zu1che1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1750,
hsk26-v00023,23,1,1,1,,穿,穿,,chuān,chuān,chuān,chuan1,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1751,
hsk26-v00024,24,1,1,1,,打电话,打电话,,dǎ diànhuà,dǎdiànhuà,dǎdiànhuà,da3dian4hua4,,,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1752,
hsk26-v00025,25,1,1,1,,大,大,,dà,dà,dà,da4,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1753,
hsk26-v00026,26,1,1,1,,大家,大家,,dàjiā,dàjiā,dàjiā,da4jia1,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1754,
hsk26-v00027,27,1,1,1,,大学,大学,,dàxué,dàxué,dàxué,da4xue2,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1755,
hsk26-v00028,28,1,1,1,,大学生,大学生,,dàxuéshēng,dàxuéshēng,dàxuéshēng,da4xue2sheng1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1756,
hsk26-v00029,29,1,1,1,,到,到,,dào,dào,dào,dao4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1757,
hsk26-v00030,30,1,1,1,,的,的,,de,de,de,de,助,助,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1758,
hsk26-v00031,31,1,1,1,,第,第,,dì,dì,dì,di4,前缀,前缀,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1759,
hsk26-v00032,32,1,1,1,,弟弟,弟弟,,dìdi,dìdi,dìdi,di4di,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1760,
hsk26-v00033,33,1,1,1（3）,3,点,点1,1,diǎn,diǎn,diǎn,dian3,量、（名）,量、（名）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1761,
hsk26-v00034,34,1,1,1,,店,店,,diàn,diàn,diàn,dian4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1762,
hsk26-v00035,35,1,1,1,,电话,电话,,diànhuà,diànhuà,diànhuà,dian4hua4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1763,
hsk26-v00036,36,1,1,1,,电脑,电脑,,diànnǎo,diànnǎo,diànnǎo,dian4nao3,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1764,
hsk26-v00037,37,1,1,1,,电视,电视,,diànshì,diànshì,diànshì,dian4shi4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1765,
hsk26-v00038,38,1,1,1,,电影,电影,,diànyǐng,diànyǐng,diànyǐng,dian4ying3,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1766,
hsk26-v00039,39,1,1,1,,电影院,电影院,,diànyǐngyuàn,diànyǐngyuàn,diànyǐngyuàn,dian4ying3yuan4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1767,
hsk26-v00040,40,1,1,1,,东西,东西,,dōngxi,dōngxi,dōngxi,dong1xi,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1768,
hsk26-v00041,41,1,1,1,,都,都,,dōu,dōu,dōu,dou1,副,副,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1769,
hsk26-v00042,42,1,1,1,,读,读,,dú,dú,dú,du2,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1770,
hsk26-v00043,43,1,1,1,,读书,读书,,dúshū,dúshū,dúshū,du2shu1,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1771,
hsk26-v00044,44,1,1,1（4）,4,对,对,,duì,duì,duì,dui4,形、介、（动、量）,形、介、（动、量）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1772,
hsk26-v00045,45,1,1,1,,对不起,对不起,,duìbuqǐ,duìbuqǐ,duìbuqǐ,dui4buqi3,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1773,
hsk26-v00046,46,1,1,1（2）,2,多,多,,duō,duō,duō,duo1,形、动、代、（数、副）,形、动、代、（数、副）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1774,
hsk26-v00047,47,1,1,1,,多少,多少,,duōshao,duōshao,duōshao,duo1shao,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1775,
hsk26-v00048,48,1,1,1,,儿子,儿子,,érzi,érzi,érzi,er2zi,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1776,
hsk26-v00049,49,1,1,1,,二,二,,èr,èr,èr,er4,数,数,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1777,
hsk26-v00050,50,1,1,1,,饭,饭,,fàn,fàn,fàn,fan4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1778,
hsk26-v00051,51,1,1,1,,饭店,饭店,,fàndiàn,fàndiàn,fàndiàn,fan4dian4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1779,
hsk26-v00052,52,1,1,1,,房间,房间,,fángjiān,fángjiān,fángjiān,fang2jian1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1780,
hsk26-v00053,53,1,1,1,,非常,非常,,fēicháng,fēicháng,fēicháng,fei1chang2,副,副,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1781,
hsk26-v00054,54,1,1,1,,飞机,飞机,,fēijī,fēijī,fēijī,fei1ji1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1782,
hsk26-v00055,55,1,1,1（3）,3,分,分,,fēn,fēn,fēn,fen1,量、（动、名）,量、（动、名）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1783,
hsk26-v00056,56,1,1,1,,分钟,分钟,,fēnzhōng,fēnzhōng,fēnzhōng,fen1zhong1,量,量,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1784,
hsk26-v00057,57,1,1,1,,高兴,高兴,,gāoxìng,gāoxìng,gāoxìng,gao1xing4,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1785,
hsk26-v00058,58,1,1,1,,歌,歌,,gē,gē,gē,ge1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1786,
hsk26-v00059,59,1,1,1,,哥哥,哥哥,,gēge,gēge,gēge,ge1ge,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1787,
hsk26-v00060,60,1,1,1,,个,个,,gè,gè,gè,ge4,量,量,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1788,
hsk26-v00061,61,1,1,1（2）,2,给,给,,gěi,gěi,gěi,gei3,动、（介）,动、（介）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1789,
hsk26-v00062,62,1,1,1,,公司,公司,,gōngsī,gōngsī,gōngsī,gong1si1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1790,
hsk26-v00063,63,1,1,1,,工作,工作,,gōngzuò,gōngzuò,gōngzuò,gong1zuo4,动、名,动、名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1791,
hsk26-v00064,64,1,1,1,,狗,狗,,gǒu,gǒu,gǒu,gou3,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1792,
hsk26-v00065,65,1,1,1,,贵,贵,,guì,guì,guì,gui4,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1793,
hsk26-v00066,66,1,1,1,,国,国,,guó,guó,guó,guo2,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1794,
hsk26-v00067,67,1,1,1,,还,还,,hái,hái,hái,hai2,副,副,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1795,
hsk26-v00068,68,1,1,1,,孩子,孩子,,háizi,háizi,háizi,hai2zi,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1796,
hsk26-v00069,69,1,1,1,,汉语,汉语,,Hànyǔ,Hànyǔ,hànyǔ,han4yu3,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1797,
hsk26-v00070,70,1,1,1,,汉字,汉字,,Hànzì,Hànzì,hànzì,han4zi4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1798,
hsk26-v00071,71,1,1,1（2）（4）,2|4,好,好,,hǎo,hǎo,hǎo,hao3,形、（副）、（动）,形、（副）、（动）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1799,
hsk26-v00072,72,1,1,1,,好吃,好吃,,hǎochī,hǎochī,hǎochī,hao3chi1,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1800,
hsk26-v00073,73,1,1,1,,好看,好看,,hǎokàn,hǎokàn,hǎokàn,hao3kan4,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1801,
hsk26-v00074,74,1,1,1,,好听,好听,,hǎotīng,hǎotīng,hǎotīng,hao3ting1,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1802,
hsk26-v00075,75,1,1,1,,好玩儿,好玩儿,,hǎowánr,hǎowánr,hǎowánr,hao3wanr2,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1803,
hsk26-v00076,76,1,1,1,,号,号,,hào,hào,hào,hao4,名、量,名、量,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1804,
hsk26-v00077,77,1,1,1,,喝,喝,,hē,hē,hē,he1,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1805,
hsk26-v00078,78,1,1,1,,和,和1,1,hé,hé,hé,he2,介、连,介、连,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1806,
hsk26-v00079,79,1,1,1,,很,很,,hěn,hěn,hěn,hen3,副,副,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1807,
hsk26-v00080,80,1,1,1,,后,后,,hòu,hòu,hòu,hou4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1808,
hsk26-v00081,81,1,1,1（3）,3,回,回,,huí,huí,huí,hui2,动、（量）,动、（量）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1809,
hsk26-v00082,82,1,1,1,,会,会1,1,huì,huì,huì,hui4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1810,
hsk26-v00083,83,1,1,1,,火车,火车,,huǒchē,huǒchē,huǒchē,huo3che1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1811,
hsk26-v00084,84,1,1,1,,鸡蛋,鸡蛋,,jīdàn,jīdàn,jīdàn,ji1dan4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1812,
hsk26-v00085,85,1,1,1,,几,几,,jǐ,jǐ,jǐ,ji3,代、数,代、数,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1813,
hsk26-v00086,86,1,1,1（3）,3,家,家,,jiā,jiā,jiā,jia1,名、量、（后缀）,名、量、（后缀）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1814,
hsk26-v00087,87,1,1,1,,家人,家人,,jiārén,jiārén,jiārén,jia1ren2,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1815,
hsk26-v00088,88,1,1,1,,见,见,,jiàn,jiàn,jiàn,jian4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1816,
hsk26-v00089,89,1,1,1,,件,件,,jiàn,jiàn,jiàn,jian4,量,量,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1817,
hsk26-v00090,90,1,1,1,,饺子,饺子,,jiǎozi,jiǎozi,jiǎozi,jiao3zi,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1818,
hsk26-v00091,91,1,1,1（4）,4,叫,叫,,jiào,jiào,jiào,jiao4,动、（介）,动、（介）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1819,
hsk26-v00092,92,1,1,1,,姐姐,姐姐,,jiějie,jiějie,jiějie,jie3jie,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1820,
hsk26-v00093,93,1,1,1,,今年,今年,,jīnnián,jīnnián,jīnnián,jin1nian2,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1821,
hsk26-v00094,94,1,1,1,,今天,今天,,jīntiān,jīntiān,jīntiān,jin1tian1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1822,
hsk26-v00095,95,1,1,1,,九,九,,jiǔ,jiǔ,jiǔ,jiu3,数,数,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1823,
hsk26-v00096,96,1,1,1,,觉得,觉得,,juéde,juéde,juéde,jue2de,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1824,
hsk26-v00097,97,1,1,1,,开,开,,kāi,kāi,kāi,kai1,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1825,
hsk26-v00098,98,1,1,1,,开车,开车,,kāichē,kāichē,kāichē,kai1che1,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1826,
hsk26-v00099,99,1,1,1,,看,看,,kàn,kàn,kàn,kan4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1827,
hsk26-v00100,100,1,1,1,,看病,看病,,kànbìng,kànbìng,kànbìng,kan4bing4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1828,
hsk26-v00101,101,1,1,1,,看见,看见,,kànjiàn,kànjiàn,kànjiàn,kan4jian4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1829,
hsk26-v00102,102,1,1,1,,可以,可以,,kěyǐ,kěyǐ,kěyǐ,ke3yi3,动、形,动、形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1830,
hsk26-v00103,103,1,1,1,,课,课,,kè,kè,kè,ke4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1831,
hsk26-v00104,104,1,1,1,,口,口,,kǒu,kǒu,kǒu,kou3,名、量,名、量,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1832,
hsk26-v00105,105,1,1,1,,块,块,,kuài,kuài,kuài,kuai4,量,量,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1833,
hsk26-v00106,106,1,1,1,,来,来,,lái,lái,lái,lai2,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1834,
hsk26-v00107,107,1,1,1,,老师,老师,,lǎoshī,lǎoshī,lǎoshī,lao3shi1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1835,
hsk26-v00108,108,1,1,1,,了,了,,le,le,le,le,助,助,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1836,
hsk26-v00109,109,1,1,1,,冷,冷,,lěng,lěng,lěng,leng3,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1837,
hsk26-v00110,110,1,1,1,,里,里,,lǐ,lǐ,lǐ,li3,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1838,
hsk26-v00111,111,1,1,1,,两,两1,1,liǎng,liǎng,liǎng,liang3,数,数,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1839,
hsk26-v00112,112,1,1,1,,零,零,,líng,líng,líng,ling2,数,数,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1840,
hsk26-v00113,113,1,1,1,,六,六,,liù,liù,liù,liu4,数,数,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1841,
hsk26-v00114,114,1,1,1,,妈妈,妈妈,,māma,māma,māma,ma1ma,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1842,
hsk26-v00115,115,1,1,1,,吗,吗,,ma,ma,ma,ma,助,助,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1843,
hsk26-v00116,116,1,1,1,,买,买,,mǎi,mǎi,mǎi,mai3,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1844,
hsk26-v00117,117,1,1,1,,卖,卖,,mài,mài,mài,mai4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1845,
hsk26-v00118,118,1,1,1,,忙,忙,,máng,máng,máng,mang2,形、动,形、动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1846,
hsk26-v00119,119,1,1,1,,猫,猫,,māo,māo,māo,mao1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1847,
hsk26-v00120,120,1,1,1,,没关系,没关系,,méi guānxi,méiguānxi,méiguānxi,mei2guan1xi,,,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1848,
hsk26-v00121,121,1,1,1,,没事,没事,,méishì,méishì,méishì,mei2shi4,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1849,
hsk26-v00122,122,1,1,1,,没有,没有,,méiyǒu,méiyǒu,méiyǒu,mei2you3,动、副,动、副,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1850,
hsk26-v00123,123,1,1,1,,妹妹,妹妹,,mèimei,mèimei,mèimei,mei4mei,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1851,
hsk26-v00124,124,1,1,1,,们,们,,men,men,men,men,后缀,后缀,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1852,
hsk26-v00125,125,1,1,1,,米饭,米饭,,mǐfàn,mǐfàn,mǐfàn,mi3fan4,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1853,
hsk26-v00126,126,1,1,1,,面包,面包,,miànbāo,miànbāo,miànbāo,mian4bao1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1854,
hsk26-v00127,127,1,1,1,,面条儿,面条儿,,miàntiáor,miàntiáor,miàntiáor,mian4tiaor2,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1855,
hsk26-v00128,128,1,1,1,,明年,明年,,míngnián,míngnián,míngnián,ming2nian2,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1856,
hsk26-v00129,129,1,1,1,,明天,明天,,míngtiān,míngtiān,míngtiān,ming2tian1,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1857,
hsk26-v00130,130,1,1,1,,名字,名字,,míngzi,míngzi,míngzi,ming2zi,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1858,
hsk26-v00131,131,1,1,1,,哪,哪,,nǎ,nǎ,nǎ,na3,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1859,
hsk26-v00132,132,1,1,1,,哪个,哪个,,nǎge,nǎge,nǎge,na3ge,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1860,
hsk26-v00133,133,1,1,1,,哪里,哪里,,nǎlǐ,nǎlǐ,nǎlǐ,na3li3,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1861,
hsk26-v00134,134,1,1,1,,哪儿,哪儿,,nǎr,nǎr,nǎr,nar3,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1862,
hsk26-v00135,135,1,1,1,,哪些,哪些,,nǎxiē,nǎxiē,nǎxiē,na3xie1,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1863,
hsk26-v00136,136,1,1,1（2）,2,那,那,,nà,nà,nà,na4,代、（连）,代、（连）,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1864,
hsk26-v00137,137,1,1,1,,那边,那边,,nàbiān,nàbiān,nàbiān,na4bian1,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1865,
hsk26-v00138,138,1,1,1,,那个,那个,,nàge,nàge,nàge,na4ge,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1866,
hsk26-v00139,139,1,1,1,,那里,那里,,nàlǐ,nàlǐ,nàlǐ,na4li3,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1867,
hsk26-v00140,140,1,1,1,,那儿,那儿,,nàr,nàr,nàr,nar4,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1868,
hsk26-v00141,141,1,1,1,,那些,那些,,nàxiē,nàxiē,nàxiē,na4xie1,代,代,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1869,
hsk26-v00142,142,1,1,1,,男,男,,nán,nán,nán,nan2,形,形,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1870,
hsk26-v00143,143,1,1,1,,男朋友,男朋友,,nánpéngyou,nánpéngyou,nánpéngyou,nan2peng2you,名,名,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1871,
hsk26-v00144,144,1,1,1,,呢,呢,,ne,ne,ne,ne,助,助,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1872,
hsk26-v00145,145,1,1,1,,能,能,,néng,néng,néng,neng2,动,动,,,legacy_unreviewed,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:1873,
