grammar_lesson_id,grammar_element_id,relation_role,relation_order,review_status,notes
glesson_6d2bab0c242a402a809aabb3179c3e00,gelement_c1b53f254c5f4206b45ae202f08ee602,primary,1,approved,
glesson_5e8e696279814a90be92d5a941dd0a09,gelement_55fa718dfa5d49819f36c00cda497cf1,primary,1,approved,
glesson_77963a8dd549420597887a52f0701f48,gelement_a6d76f732e1740dfbb1500883392e983,primary,1,approved,
glesson_a0dc28dcfc874f248315ca3e394ff720,gelement_5062673e63bf4cdd859a78e40f4965e0,primary,1,approved,
glesson_db995a72a5ac4c5b855161e5e39a7d72,gelement_01e8da38441e480e9f1298dec033d8de,primary,1,approved,
glesson_46b84a7de49e4772a750a61d5bec8cc9,gelement_13fea372265a472ba1a4a60829494ddd,primary,1,approved,
glesson_77b3c6754a5e4c1d97dc166a76a2db8d,gelement_79ec995ab8754922b1a80e540ab20e06,primary,1,approved,
glesson_b49ce6a5128c454fa3be3acb1540abf7,gelement_9ff5a3054e73436fb107de82df771970,primary,1,approved,
glesson_b49ce6a5128c454fa3be3acb1540abf7,gelement_e221db2f55c64d2cbfa4bec909deb876,primary,2,approved,
glesson_b49ce6a5128c454fa3be3acb1540abf7,gelement_5efb1e963dbe4f4eaf14354629c43723,primary,3,approved,
glesson_b49ce6a5128c454fa3be3acb1540abf7,gelement_8612798ed74c4f2f9d274dcc16ad64ef,primary,4,approved,
glesson_b49ce6a5128c454fa3be3acb1540abf7,gelement_0b57985300a7412fa7d0c02280c18807,primary,5,approved,
glesson_b49ce6a5128c454fa3be3acb1540abf7,gelement_a1192c4efe74489f88fdc88453ed7b20,primary,6,approved,
glesson_b49ce6a5128c454fa3be3acb1540abf7,gelement_5d834594d32043f4a4b2201d2d96b8e9,primary,7,approved,
glesson_15acb1d75c46459f99b079ced557b9b0,gelement_2a55526e8bba4c4d8660858a0979b631,primary,1,approved,
glesson_15acb1d75c46459f99b079ced557b9b0,gelement_8ca560555522451fa23470003dfb5033,primary,2,approved,
glesson_e8f9265e5c9d4c4f8dcdc6d045857372,gelement_26c71cafee7e415a8a3654492b2e3550,primary,1,approved,
glesson_8b55af09f88745a6af81c4cde9573d68,gelement_e055423eec734f6e8a5e25b32b2f54e6,primary,1,approved,
glesson_ae778daeb15447bea503c3e2bea7e4a2,gelement_0874e21f369a48e3bb058364531c3c48,primary,1,approved,
glesson_ae778daeb15447bea503c3e2bea7e4a2,gelement_286ce25ba48b48878c7041148f74bb3e,primary,2,approved,
glesson_ae778daeb15447bea503c3e2bea7e4a2,gelement_f296ff29ac5143669c2432fcc69083d4,primary,3,approved,
glesson_ae778daeb15447bea503c3e2bea7e4a2,gelement_436eddda16814681ade0deeff80187c9,primary,4,approved,
glesson_36e95abd2250415aa183464effa23390,gelement_1df7fa2aeff74e2d963a4cea727433e9,primary,1,approved,
glesson_bee3f7b4aa384c42b6795c0adb6d56f9,gelement_941c3e6fc9b3421ca7716606d925e807,primary,1,approved,
glesson_5de2d33fd67d4f0ea3f7855d4e242d82,gelement_d1d79e441cdb4fc484421ba3e52aaee0,primary,1,approved,
glesson_6d88ea2c75964933848765ca878452de,gelement_1904386d850149f58af0449d56b79cb2,primary,1,approved,
glesson_d7e5255c5b514cceb4c30bfa044800dd,gelement_1a3ba5f63ad3479aa3c45a6bd569079a,primary,1,approved,
glesson_5bedc574f1b04b7d8102149208a70c88,gelement_d79185ebee0e4577b98009231b0556b3,primary,1,approved,
glesson_20fbb3d2482a4bb1b9e153a9ad33fbdf,gelement_f5b5526e381840748afb920d44fab8af,primary,1,approved,
glesson_e3981bef253e46c48e9f20daecf6002f,gelement_640ac4b94dde4825bf27033ae611532e,primary,1,approved,
glesson_1c115b4f31ce47338c90eacee08d91c1,gelement_279457444c29492ab43923a4248efe4e,primary,1,approved,
glesson_05bde99c7379415a9e1067abc6f1e4ce,gelement_7c35247ade1c4fbc8ef273d947e832a8,primary,1,approved,
glesson_05bde99c7379415a9e1067abc6f1e4ce,gelement_3c5d4a1f0eca42fca0b9c48883b25c78,primary,2,approved,
glesson_05bde99c7379415a9e1067abc6f1e4ce,gelement_ec994b96303142d890a5ea5968da1e10,primary,3,approved,
glesson_5029adfdc6f545af98383219c99bfa91,gelement_6b1222ef97c94147b339af4bff30c468,primary,1,approved,
glesson_badca6da43d5461281a859c1d488ba49,gelement_e4018ddfa0cd441bb774f186ddeed945,primary,1,approved,
glesson_9ef8d5cea59d47638f54e8f4a61765e1,gelement_fef70314bdef441985283bcce355cf4f,primary,1,approved,
glesson_8f0d645b2a3f4c93abb66903f3c5558f,gelement_3806ea7639494792af8a78582c319157,primary,1,approved,
glesson_8f0d645b2a3f4c93abb66903f3c5558f,gelement_0b1e35a272554e51a3a34fc9ad723187,primary,2,approved,
glesson_47f3b0ed04bf4a36a6956dd0695c632a,gelement_5104a626831f44a5ae6b5378a0124468,primary,1,approved,
glesson_47f3b0ed04bf4a36a6956dd0695c632a,gelement_98a42777100746e28bcbf22ae3c9e146,primary,2,approved,
glesson_47f3b0ed04bf4a36a6956dd0695c632a,gelement_f093198e0b4d4081a3255e0856eaae79,primary,3,approved,
glesson_47f3b0ed04bf4a36a6956dd0695c632a,gelement_f3d88a7e4c6d4d459b3049c9387b2355,primary,4,approved,
glesson_47f3b0ed04bf4a36a6956dd0695c632a,gelement_39bca8db337d4190a65e73ba199f01fd,primary,5,approved,
glesson_01b862ef28b441d2bc831c4224c8cc4a,gelement_2403d12331594597bfcf087e7f29d327,primary,1,approved,
glesson_01b862ef28b441d2bc831c4224c8cc4a,gelement_e918b0252210432aab006d96efeeffed,primary,2,approved,
glesson_f31d698d638445f1a9feb41d157fe04b,gelement_8df94ce16f7044b490400fa34bb3543a,primary,1,approved,
glesson_f31d698d638445f1a9feb41d157fe04b,gelement_1e40602780ac4e5985bca33c12e4de9e,primary,2,approved,
glesson_f31d698d638445f1a9feb41d157fe04b,gelement_a24d19eb57114f6ab0226892e4b135e9,primary,3,approved,
glesson_f31d698d638445f1a9feb41d157fe04b,gelement_8d4212eb64594208b1e02ca7d687770f,primary,4,approved,
glesson_f31d698d638445f1a9feb41d157fe04b,gelement_fa9c56336b2d484c894659cb51e4dd74,primary,5,approved,
glesson_f31d698d638445f1a9feb41d157fe04b,gelement_02d07e9f7bd34f0f9617d859202d3930,primary,6,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_ad11859f06ea4945884d280c6a0227ab,primary,1,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_d894c4a1a70843f4bd0a3057c15c8c54,primary,2,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_1a2c0679df264d52b1dd0c1aca693132,primary,3,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_44f8857b62684d0dbfdfe94b1eea014e,primary,4,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_a86ca8e6d44646a0b391a74aff44f4ab,primary,5,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_c9868425f6c44e2a8da73a79d5c9e7c4,primary,6,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_630c22f7d9b443049c1a45e3853c5f9b,primary,7,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_c10116b7be8e46c4a9c139164a4acd7e,primary,8,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_6bcca1d9df3c4f8bb7265a4fce05a182,primary,9,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_7bffa7375fc4424d990807828868178c,primary,10,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_a2dd1224e5ce47bd933bad524cf69cfa,primary,11,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_1f3d2711d70a427d879be23ef7c145c5,primary,12,approved,
glesson_ee41e6416f824d27b1eb8c57691de21b,gelement_ee1e070cbb7a45e2a8df8c5f4d042dbf,primary,13,approved,
glesson_ede1b62f33a6494a85014b585331b428,gelement_f20413b33ca648bb9437b521445fbdf4,primary,1,approved,
glesson_c3771e2abd7742728367260732b013c7,gelement_2c5bdf526e7047618c177f6140977530,primary,1,approved,
glesson_ffbf32e9af2f483ea949c0ad313f0001,gelement_48620483fc8145edb5eb3d02b3217f8c,primary,1,approved,
glesson_a6853982d0af406fa888be25a7d45bd3,gelement_6ffeac848dac4e2da9daf45fc56ed1ef,primary,1,approved,
glesson_52acdf2be231401cb6641db150ed1b78,gelement_25c9b342926a4a299d92ab6095269431,primary,1,approved,
glesson_b26122dc1f28458583e65e8d71623385,gelement_561315d689db421f8a699f41cc60b434,primary,1,approved,
glesson_a35f4c8b3a7545ddbd5495e9946d2dd3,gelement_28aabe7bff214fa0ab4587e21b671bb6,primary,1,approved,
glesson_a7c3f16190ef479f9dc90866f0f19fd3,gelement_f873ce5f6edd43468779fa5aa0b26a4e,primary,1,approved,
glesson_8406c000714148ed93355a655ae380e4,gelement_52fb499cc37c46d2a02912fe432a7996,primary,1,approved,
glesson_8cd3774517fc4724be7340812ecbe749,gelement_3bf83e2c2d86457e911a43f99b620856,primary,1,approved,
glesson_3eb252ea7d424841a3152d08aa6cc546,gelement_49c8382a000647a8aeadf53f6002a120,primary,1,approved,
glesson_3eb252ea7d424841a3152d08aa6cc546,gelement_6834a2acefca428d8f26f08becb2082a,primary,2,approved,
glesson_6ef576543f8541009ddc1864bf774cfb,gelement_c21b2395d94d432a86e34b0751140144,primary,1,approved,
glesson_6ef576543f8541009ddc1864bf774cfb,gelement_a9f4506dad854eed834772b37dd9350f,primary,2,approved,
glesson_6ef576543f8541009ddc1864bf774cfb,gelement_8df19a07903842f6865f8a7bccac0a5e,primary,3,approved,
glesson_6ef576543f8541009ddc1864bf774cfb,gelement_cde13a0de76445bfaf77a833042556c1,primary,4,approved,
glesson_0d882781e8774e09858c603addc4ffee,gelement_ee8b5fc768a146538b300291ec1fef63,primary,1,approved,
glesson_0d882781e8774e09858c603addc4ffee,gelement_607816881e08407ab1143010be6945f4,primary,2,approved,
glesson_ffe80b1988b84769a16676ccb04b2e61,gelement_1a8bb7fedf4f41e0a80a20cb7e0ba2f3,primary,1,approved,
glesson_ffe80b1988b84769a16676ccb04b2e61,gelement_893b10de15234daf96edd14100153e57,primary,2,approved,
glesson_ffe80b1988b84769a16676ccb04b2e61,gelement_213b6d5862864b0daf5c01da3e58fba8,primary,3,approved,
glesson_ffe80b1988b84769a16676ccb04b2e61,gelement_55009fa5071144ec8a461e2aa96b17b2,primary,4,approved,
glesson_1498a4583ff14c99892cf06f0b72f6e6,gelement_0eb570ba20d946b6992c74b30fc7b684,primary,1,approved,
glesson_1498a4583ff14c99892cf06f0b72f6e6,gelement_f38f77eb188240459320680c4d75c05c,primary,2,approved,
glesson_1498a4583ff14c99892cf06f0b72f6e6,gelement_8303f33daa954324a38cc44fa13f0050,primary,3,approved,
glesson_993586dc6e8f4916b41298d63695c08d,gelement_c1a203e4330b43c4bddb0f30aa27c1f1,primary,1,approved,
glesson_68db8b2f6deb4411af949bf10e1bb513,gelement_52dff1b816fc4186b47164050d588249,primary,1,approved,
glesson_03c64f5939e34fb5ae2e9318a50693cf,gelement_07f6f9c53eb740d6bdb204affcecbfd2,primary,1,approved,
glesson_cd8a7497afe54bbeb49b0343599ed9ec,gelement_62429daf4f0e48ebadf5f0943a3aff37,primary,1,approved,
glesson_6f0127d426cf4bf68701631287733166,gelement_66a196caf5924814a2a9987d7977109f,primary,1,approved,
glesson_8ff45e3161d942abb8dd0470128fe4d5,gelement_ba4ce89d17f84f10985cb91de9042fd5,primary,1,approved,
glesson_5e4c4bb2dc1543c1b1e7afbef39ca393,gelement_60a93714d5fa46e9a4f97b7ed95263d6,primary,1,approved,
glesson_850e51837bbb4d249c84d673457cb2e1,gelement_22aa81ea1aa5438c895774eeab07df05,primary,1,approved,
glesson_e77d15c96ede4ed4b4125715ee306f3a,gelement_19872b7c2d5149a98b5cf6a9d381431a,primary,1,approved,
glesson_00381ffa4caf46d8a88816e5c574b3e9,gelement_83073577ae7a4b5ea442041934c1a3dd,primary,1,approved,
glesson_dd80611de9834c14b69a9d00ac756445,gelement_a1ebf609b8c6474094c7e588cd6587e4,primary,1,approved,
glesson_237b83ef82744366b4ac454c615a734f,gelement_697a74270a6e4e59bd9c6f11f8d9d084,primary,1,approved,
glesson_6e7cfe6abe734612a4e5a72de1210257,gelement_ba81934ad1d6410b92ee5ebd11107f9b,primary,1,approved,
glesson_32471e0e6d8446e5baff7c10a29196dd,gelement_bb6d6248723d48279c166b32a360925c,primary,1,approved,
glesson_32471e0e6d8446e5baff7c10a29196dd,gelement_494a4a4f8d824a5290c5fbb449af240b,primary,2,approved,
glesson_32471e0e6d8446e5baff7c10a29196dd,gelement_7d1c9e03123d48a2b7b1aed4b747a053,primary,3,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_b3ffb295cf304567abc37aabfa0b1666,primary,1,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_c1a2ca044d58499d86d959f2787fde0b,primary,2,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_f09b9026e80a43c29a54f629d86215c8,primary,3,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_b5b1b011034d42cd8ab4a41b34ba7d12,primary,4,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_b7e36694ddac489a8ae61df4fd480ed9,primary,5,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_4b70a1709da2419a832bce385a0c5390,primary,6,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_a0c11076a61647d0a6ec8dcc08d69ab5,primary,7,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_798a9e88c2f149feaaff02faee849a05,primary,8,approved,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,gelement_c12c515b8fdc4c30a991c203af6d3870,primary,9,approved,
glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,gelement_96274791ace94620ba62813239e00f48,primary,1,approved,
glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,gelement_ffa78a9a93e24e69aafaf3321a47c323,primary,2,approved,
glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,gelement_0b7f4ae41261409a88c906d2a0c9ee97,primary,3,approved,
glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,gelement_712fa48cc2e9401bb69e4bcec5d78262,primary,4,approved,
glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,gelement_2ae875d8ee81425096f0f416b5b7e54c,primary,5,approved,
glesson_d30968a42f4b4ef49c213b6271e5f4f4,gelement_af04bae6e45b4f8a8cefb0d758ddf852,primary,1,approved,
glesson_d30968a42f4b4ef49c213b6271e5f4f4,gelement_0f91703cf903494aa6d0f78716b47074,primary,2,approved,
glesson_d30968a42f4b4ef49c213b6271e5f4f4,gelement_b5d36b2e43c0423c90f37214ad5cdb3e,primary,3,approved,
glesson_d30968a42f4b4ef49c213b6271e5f4f4,gelement_98cb064ea96c4f588d105181a92f24e4,primary,4,approved,
glesson_4b17ca4cd44f43268595621fcd28cb0b,gelement_530bdc7e27f64580b67687e6a0975283,primary,1,approved,
glesson_4b17ca4cd44f43268595621fcd28cb0b,gelement_ef71b2755a4a4eaa94a0dbeda12936cb,primary,2,approved,
glesson_4b17ca4cd44f43268595621fcd28cb0b,gelement_d682b92e17ef4443badb111203b04bd1,primary,3,approved,
glesson_867901eb059049e79b6ff537b4ab9bed,gelement_eb12509fd4be40eebccbab586ecfbb44,primary,1,approved,
glesson_5d546dc5765a4b47a1819003e41f0888,gelement_41da070096544d089b7d6d78de1289ae,primary,1,approved,
glesson_5d546dc5765a4b47a1819003e41f0888,gelement_c363287d212b4c6f9faef97ba833d34e,primary,2,approved,
glesson_bea2dc463fb3437fac779d881872add9,gelement_fa04af9325054196b0534b53127a915d,primary,1,approved,
glesson_b6e0bf6e6140401d949ed1cd7a5e44a2,gelement_47a7eeae220047beb03921b520cd0183,primary,1,approved,
glesson_b6e0bf6e6140401d949ed1cd7a5e44a2,gelement_45dac1cd174845328c014b0e2885a80d,primary,2,approved,
glesson_64a50251c82e4b31bf9ccb111190ae9f,gelement_5f1b65514ab24936a546baf8a8759d93,primary,1,approved,
glesson_64a50251c82e4b31bf9ccb111190ae9f,gelement_5dbb62f3a6f24262a347e5529f5c3aa2,primary,2,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_51605053b0bc410092194e1a24820dfd,primary,1,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_52efa67793ee4f1395bdd26356e40a32,primary,2,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_da2d562eb14f46c0be9b0117712551af,primary,3,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_0b25efd0ae48454383e8584f981d812b,primary,4,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_b8a03626004f4aca998cd48413a1bd70,primary,5,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_bffc0f8fc7204492ad59a704e5eb148b,primary,6,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_0337a2aee5bd41a79e7201315cf42796,primary,7,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_aec97eff1aae4f4c8291eba3b5bd0732,primary,8,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_89dd11cb59ef4b569fc41d4f9b511ab0,primary,9,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_22f1a65e23024635bdfb16f616227eec,primary,10,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_4b40543596604db9be202a4e22fd03ea,primary,11,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_a7697ec5de134f7fba46b0992e1f1143,primary,12,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_00c948fb8e024291ab60c0d831a34ef6,primary,13,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_f0525e9ebb2b4b5b8dd0c89d90d02a47,primary,14,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_6b66825bc6b14228bc84a657c03501de,primary,15,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_07f54686eda1429d90fd8c07a1153ea2,primary,16,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_8e59b71d80d149f885df976c30fb2578,primary,17,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_9e4008c0d60a4505916572b074689135,primary,18,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_a4363fddb5ae47528140c7e0a2056310,primary,19,approved,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,gelement_84839cf976864f158940c7f000a24af6,primary,20,approved,
glesson_c3df0eb303974d85aac4214ca6128240,gelement_ab83c1157b50456081e9cec72a6b6212,primary,1,approved,
glesson_c3df0eb303974d85aac4214ca6128240,gelement_ce79b1ac62fa435798be85ad497c34c2,primary,2,approved,
glesson_e8773bfc98ae4f038b8e6a18d2d6ac8c,gelement_8c68e99bbda84e3bbf0b179f21b656c3,primary,1,approved,
glesson_e8773bfc98ae4f038b8e6a18d2d6ac8c,gelement_4437953174ab45149fcd1ac1800224c4,primary,2,approved,
glesson_e8773bfc98ae4f038b8e6a18d2d6ac8c,gelement_5965f2100b0843a7be4c5f5e13b73b1d,primary,3,approved,
glesson_e8773bfc98ae4f038b8e6a18d2d6ac8c,gelement_cb1f3959544d48a58a8b56bd40f031d5,primary,4,approved,
glesson_67af68618b554c8e8f28c44bd041bfce,gelement_6f42f200307e4783b14f217719534103,primary,1,approved,
glesson_5f556af650a944789b0f58310ea9ff13,gelement_55ba8c2a583544cd8f996cd8596f87f9,primary,1,approved,
glesson_5f556af650a944789b0f58310ea9ff13,gelement_e3093525173b4c27a88636ce0610ee3f,primary,2,approved,
glesson_5f556af650a944789b0f58310ea9ff13,gelement_f22f5eb718294609bf6141454cac5118,primary,3,approved,
glesson_5f556af650a944789b0f58310ea9ff13,gelement_7eac1260ba904f24916e1722650b1db4,primary,4,approved,
glesson_5f556af650a944789b0f58310ea9ff13,gelement_ab923f47b4014c5784500cd7f4d47ac4,primary,5,approved,
glesson_5f556af650a944789b0f58310ea9ff13,gelement_04f9ae1dd214421ba15ce3e8a1d96c87,primary,6,approved,
glesson_5f556af650a944789b0f58310ea9ff13,gelement_19b12ece120a410abd8b6da3cb626df1,primary,7,approved,
glesson_5f556af650a944789b0f58310ea9ff13,gelement_e5706bdc8ec04fddac547a2392f03ac3,primary,8,approved,
glesson_17962a7ae6a74a4daa7a09ae22c027e3,gelement_ae0f453f7b2a470a8537a017bd9c3cbf,primary,1,approved,
glesson_17962a7ae6a74a4daa7a09ae22c027e3,gelement_5c669089339146a48fe38ada3f9912a4,primary,2,approved,
glesson_17962a7ae6a74a4daa7a09ae22c027e3,gelement_ef377f47682842e98bf42c57a8c9d434,primary,3,approved,
glesson_17962a7ae6a74a4daa7a09ae22c027e3,gelement_e1d198e169e94ed3b2473d0f052b4053,primary,4,approved,
glesson_17962a7ae6a74a4daa7a09ae22c027e3,gelement_978c68c2cb4344c1b2462b98a0728c37,primary,5,approved,
glesson_17962a7ae6a74a4daa7a09ae22c027e3,gelement_ec5165e799294b408c427a02abdc963f,primary,6,approved,
glesson_07762125aabd4d749cf0f1832fee99fd,gelement_ea6751c760c64cc1bee7d68f35341517,primary,1,approved,
glesson_07762125aabd4d749cf0f1832fee99fd,gelement_f45c7672dcb8494692b1da45270d751f,primary,2,approved,
glesson_07762125aabd4d749cf0f1832fee99fd,gelement_dc6ddb6714d14d18a1dd442cd6cba915,primary,3,approved,
glesson_07762125aabd4d749cf0f1832fee99fd,gelement_3c5af249fcd346cb9333d493b92c02d9,primary,4,approved,
glesson_07762125aabd4d749cf0f1832fee99fd,gelement_bff62df433f94ca5a0ff9525ba172b7f,primary,5,approved,
glesson_07762125aabd4d749cf0f1832fee99fd,gelement_8448b55921f54760a0c523e717fae3fd,primary,6,approved,
glesson_07762125aabd4d749cf0f1832fee99fd,gelement_4f9f8e8e4d5e4be195a211ba441d811b,primary,7,approved,
glesson_89059b179fe648e5b7ae36f476083e22,gelement_2121705a66ef45929b561bfe3d6cd38d,primary,1,approved,
glesson_89059b179fe648e5b7ae36f476083e22,gelement_ed27044c3e024547acc9c8b252fb99c4,primary,2,approved,
glesson_89059b179fe648e5b7ae36f476083e22,gelement_33d1998bcfb6451cbb2ee388a172dc82,primary,3,approved,
glesson_89059b179fe648e5b7ae36f476083e22,gelement_7d5b419903bd4bca977f1c83c3688e55,primary,4,approved,
glesson_5fb2d0bf9f384280a2d05a727fbc624e,gelement_b1fc9c2e0787479a9389fb8b4ce6754f,primary,1,approved,
glesson_177b3691e5374b388530d00a7c05979a,gelement_d57de6b4323a47d1b21491de1dcb8626,primary,1,approved,
glesson_177b3691e5374b388530d00a7c05979a,gelement_7e5fe41e15624203849d7c71d42cc558,primary,2,approved,
glesson_177b3691e5374b388530d00a7c05979a,gelement_2b67ed07eab941b9a4d3bee718e4d2f4,primary,3,approved,
glesson_177b3691e5374b388530d00a7c05979a,gelement_48301f3a9e8c4ade9f2f117707395689,primary,4,approved,
glesson_177b3691e5374b388530d00a7c05979a,gelement_c49399b90871463c83ce7ef92ddd29ad,primary,5,approved,
glesson_177b3691e5374b388530d00a7c05979a,gelement_f9ba8b44bd8144bca7870a80c25a8ebe,primary,6,approved,
glesson_9e20456f2fa34fdeafcb9d9f0c07e386,gelement_233eb1260445450e8b18a89472fa557f,primary,1,approved,
glesson_9e20456f2fa34fdeafcb9d9f0c07e386,gelement_63fd4cc297de4fc2abaf3b5fab4f8fda,primary,2,approved,
glesson_9e20456f2fa34fdeafcb9d9f0c07e386,gelement_3a4d8f406a774b61b306048b9858b736,primary,3,approved,
glesson_9e20456f2fa34fdeafcb9d9f0c07e386,gelement_056b744e266a407f8d2d6ba40e5b6add,primary,4,approved,
glesson_9e20456f2fa34fdeafcb9d9f0c07e386,gelement_0390024594094ddc9ea7eb1f21fcca65,primary,5,approved,
glesson_9e20456f2fa34fdeafcb9d9f0c07e386,gelement_0e0d15b0d18440e0be963f465ccf410b,primary,6,approved,
glesson_69679885521946b7a6801b6ca1c2716d,gelement_0444becc66444ac18b9bf2fcee56149d,primary,1,approved,
glesson_69679885521946b7a6801b6ca1c2716d,gelement_b5cca19fabf8449db83a9bf9becbdef3,primary,2,approved,
glesson_0ca9c57f33894bcc9dfd898fbacfaf78,gelement_1444f9d43edd472ea734adc3a9f48d05,primary,1,approved,
glesson_0ca9c57f33894bcc9dfd898fbacfaf78,gelement_f4e43c2ca48747ac88d5f88cbfffa49d,primary,2,approved,
glesson_0ca9c57f33894bcc9dfd898fbacfaf78,gelement_cfbdeaa073b140fd9cab069ba21f3e3a,primary,3,approved,
glesson_309a16f37538472988dbe46293b62779,gelement_df1fbe382fb84482a314e315030445a4,primary,1,approved,
glesson_c8f640cc55c34c5ebcf4f8c68c0f9a83,gelement_70cbbc40082e482dbd784f231cc5278e,primary,1,approved,
glesson_c8f640cc55c34c5ebcf4f8c68c0f9a83,gelement_93b9e1306d154cc4bec3645302024ebb,primary,2,approved,
glesson_65181384815e48bb8984cea0ad0c86e5,gelement_007f0fb5973144e282757aad5f0a2536,primary,1,approved,
glesson_65181384815e48bb8984cea0ad0c86e5,gelement_59b7dc0da93c4098b57f64528563d687,primary,2,approved,
glesson_f8df5d8520dc416f90cc4c5f48366344,gelement_f3240b07865e46ddbb06aeb4b6803066,primary,1,approved,
glesson_86045223657d499287380b3408184831,gelement_e4c5bd0ec3644a04bef0c243721efdc5,primary,1,approved,
glesson_86045223657d499287380b3408184831,gelement_1a5c828f46504f109ee16e56f50de6a0,primary,2,approved,
glesson_3e69ae1cd06d466fbbd76b265b767a9b,gelement_617841407a6744ca83bdb688fa3fc50c,primary,1,approved,
glesson_3e69ae1cd06d466fbbd76b265b767a9b,gelement_39c23fc228b5445ab4924f39e1a50674,primary,2,approved,
glesson_3e69ae1cd06d466fbbd76b265b767a9b,gelement_c0d3b0bb560d4209b2e7131fd0c2df11,primary,3,approved,
glesson_3e69ae1cd06d466fbbd76b265b767a9b,gelement_a230ccf53b2f4d409a8bcd084631322c,primary,4,approved,
glesson_3e69ae1cd06d466fbbd76b265b767a9b,gelement_2abc295a6aab47899cc63065d913e315,primary,5,approved,
glesson_3e69ae1cd06d466fbbd76b265b767a9b,gelement_2a8b6603971b449aa9f7fe031e365df2,primary,6,approved,
glesson_3e69ae1cd06d466fbbd76b265b767a9b,gelement_ea2c8bfa9d024a708d1b14dcbd80f3b4,primary,7,approved,
glesson_3e69ae1cd06d466fbbd76b265b767a9b,gelement_a3ecb261afd14a5fa07d016c795768ad,primary,8,approved,
glesson_00d57d729c7f4d23b440054ccc241d9b,gelement_53754289cd2f46e397378fa2472ec0e1,primary,1,approved,
glesson_49c1ef7d1f3841548297a0b490d07b81,gelement_eab534de32844c34ae75dbcac06a2caa,primary,1,approved,
glesson_5e921aa422d24b6a890431b12b32fc6f,gelement_62177dbc82b84b1687ba68c14f73fb7a,primary,1,approved,
glesson_56c56a08a83a4a9fba7fb8f8edeac19e,gelement_320854760ffb48ee8264655af2896bf0,primary,1,approved,
glesson_c74f97e80cba4f0396cdf394f34eff1e,gelement_6f44b3d791b24f4a87edacdccc2e3c82,primary,1,approved,
glesson_5f19781ab8ae438e8b3b96ed0eeba473,gelement_1c7230ad25f6486e96312302fdde428c,primary,1,approved,
