grammar_lesson_id,grammar_element_id,relation_role,relation_order,review_status,notes
glesson_b0577291ea834c2d9ab205ab44afb00d,gelement_c10ef5873de24d8db9d452975b223aa2,primary,1,approved,
glesson_17ce2c91cf0744cc88bc0f91363fc43c,gelement_6bf081eac2bc4b9f9f719fd5d6df9c25,primary,1,approved,
glesson_f7e879eb77834d0b821cb273f009fb0a,gelement_47abfabaa67b4ad0a2f478e4871ef423,primary,1,approved,
glesson_a1dfe076faec4624ad1920ecf040d0c6,gelement_a185f429371c488d93e3bbde7a593377,primary,1,approved,
glesson_f069e89cffa64b04ae56201517efa1f1,gelement_eb212b508b664b02a1ee7873e23eaa7a,primary,1,approved,
glesson_6846bb8213774651a3a0fc6f7ac335d6,gelement_0b1f7b486ae6444890b337adba2bf3de,primary,1,approved,
glesson_316c9bec0f684aa884fe3be17c0d0fa8,gelement_850f28d2a3504ab5a2004685f97d096c,primary,1,approved,
glesson_9d70695e91ed42b9a1bf70af3cbe7279,gelement_b593ad6687b0413faf704ba8d6d1d2db,primary,1,approved,
glesson_9d70695e91ed42b9a1bf70af3cbe7279,gelement_f1555abcd4eb4814860610ef71e185b0,primary,2,approved,
glesson_9d70695e91ed42b9a1bf70af3cbe7279,gelement_bae318df2c144cc5a1c00142d48e84e7,primary,3,approved,
glesson_2de4d47ffc894d33bc269b63cecd62ef,gelement_12528e5cd0ad47dba52aee44cc980010,primary,1,approved,
glesson_86ade8b4e22942ec899e79e4ec99da30,gelement_eee7113bbf6c426299934582410ee815,primary,1,approved,
glesson_dfd078bbb2674897a0fe8cbec750e3bb,gelement_3df1ca4f379041e6a5bec331d4f72914,primary,1,approved,
glesson_dfd078bbb2674897a0fe8cbec750e3bb,gelement_2b2d42a375a140b7a73dd5a9f9735cde,primary,2,approved,
glesson_dfd078bbb2674897a0fe8cbec750e3bb,gelement_74ab6d4d00e04b57bc46c0265e2b9561,primary,3,approved,
glesson_dfd078bbb2674897a0fe8cbec750e3bb,gelement_bdea32f6f0f84a8fab880c82a0c07c8a,primary,4,approved,
glesson_6baf35e486cf4338aa6637ee28bd8262,gelement_417a9948182e473297f72193d90c2a98,primary,1,approved,
glesson_6c2cdcd62e104b80b2eb3873a2b2787e,gelement_f7646c8cff5e413d93f9c070202ec595,primary,1,approved,
glesson_31d755e440e645e5b0c80f741acaea2c,gelement_10f2328f2e8343ba85c46f8fddda33ea,primary,1,approved,
glesson_31d755e440e645e5b0c80f741acaea2c,gelement_1f3f5069bd7e4b9db1cfa65471357cf7,primary,2,approved,
glesson_31d755e440e645e5b0c80f741acaea2c,gelement_b435c1604ee24c0e8276460e9633e5db,primary,3,approved,
glesson_31d755e440e645e5b0c80f741acaea2c,gelement_80e27d14d967480aa7c2e08422ac80bd,primary,4,approved,
glesson_dcc7fa1a622346d5a68dd65fad261172,gelement_abbfc84ad8e24ad8883dd16bbd1ff9c5,primary,1,approved,
glesson_79689c9fb74747b391ce575ac4167555,gelement_ee7813a801c14746ab850359c626953b,primary,1,approved,
glesson_d0c6abcc416f408382b08b81f1e5aa2e,gelement_9b6895b1440a4f5ab2b9f427a8a27b58,primary,1,approved,
glesson_d0c6abcc416f408382b08b81f1e5aa2e,gelement_7cd74f5ac3fb419b8dfc30a67eac5910,primary,2,approved,
glesson_d0c6abcc416f408382b08b81f1e5aa2e,gelement_76aae282899d46469c61262db491647f,primary,3,approved,
glesson_0b941a74e636424585d377b2f70b4b2e,gelement_e922632c80c84e99b2d4bb983d7621d3,primary,1,approved,
glesson_0b941a74e636424585d377b2f70b4b2e,gelement_abd4573e73a6463f88cb9ae22e8f984c,primary,2,approved,
glesson_931fa872891644ec9551798943541630,gelement_a6fd0086878b40b7a8349c0ed7a5949d,primary,1,approved,
glesson_d2efb4f8c516443bb43d91df0e487452,gelement_994cfb57deeb48bb93dabc4d81dca5de,primary,1,approved,
glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,gelement_3ece761183404106849d3f4f7ed61d62,primary,1,approved,
glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,gelement_f3954526255340c4b3bc23fa7d31a684,primary,2,approved,
glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,gelement_96190ec00f35418fba563612571930ca,primary,3,approved,
glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,gelement_9bfc4d6a84744281bf7bca165262ae50,primary,4,approved,
glesson_33ffecba3284470ea135a85bbe5d5923,gelement_d9ac6fbda1524c959804ac5fe22a733a,primary,1,approved,
glesson_33ffecba3284470ea135a85bbe5d5923,gelement_ec8732705a4848bc8e3f4d3678739a6f,primary,2,approved,
glesson_33ffecba3284470ea135a85bbe5d5923,gelement_79498528db52489f9bb9e041cdadfcd3,primary,3,approved,
glesson_93490e12936e4c7eb4b0fe18d6f003ff,gelement_c5d613eb573e48d79d1c8c5eead6c644,primary,1,approved,
glesson_93490e12936e4c7eb4b0fe18d6f003ff,gelement_8ef3eefaef5a403990f891ebbe9ed5fe,primary,2,approved,
glesson_81a16c159ed04f33baf215dbe272a1bf,gelement_0c66c8fb3cf540018508d57141d06b72,primary,1,approved,
glesson_81a16c159ed04f33baf215dbe272a1bf,gelement_0f915af03c62459c9de765e7739dbe3c,primary,2,approved,
glesson_cf0bf06ae7914411a782069d00b08c85,gelement_dfe334f0ec0b4e4f81963d0fe15e5be8,primary,1,approved,
glesson_cf0bf06ae7914411a782069d00b08c85,gelement_dbc2a9a7913a4bb1909cf2739717814d,primary,2,approved,
glesson_d55e66f484e44c9aa5ebbbf4fcded9b9,gelement_eb40f71e6bd146d3a007825638247bc4,primary,1,approved,
glesson_46b1065e58094ca989310f1e3283e1e7,gelement_9a8124b9c66945fd83823a60dc60f5db,primary,1,approved,
glesson_46b1065e58094ca989310f1e3283e1e7,gelement_0f47cb8a10214c298cb44de83375e1b5,primary,2,approved,
glesson_a406d28084104510ad51f2f6d103ecc6,gelement_93afc2e09adb4532abff8559181740a1,primary,1,approved,
glesson_2e161ba40ebc413383365b8ee6d111c2,gelement_e218ff7a715b4b76b5680b106d3d63b2,primary,1,approved,
glesson_662c3598b52345f1b16c437f9c50dd3f,gelement_3ea1e822640c4487a5aab36648c40c1e,primary,1,approved,
glesson_485f0c081660431cb26e6624feab453c,gelement_d6dfe488270741b2b4ce201c81b32682,primary,1,approved,
glesson_485f0c081660431cb26e6624feab453c,gelement_51826995524b4d09aefd701d11a51a85,primary,2,approved,
glesson_8291206edc9b4948a350de4f51adecae,gelement_dba9825fdbc64bd887fab8846bdaa6af,primary,1,approved,
glesson_8291206edc9b4948a350de4f51adecae,gelement_cf8567976f134e52baf4e63d2272b254,primary,2,approved,
glesson_902e37aedf50494fb982985426947899,gelement_26830f442441452181c602e984be825b,primary,1,approved,
glesson_902e37aedf50494fb982985426947899,gelement_318963aec5e74b568ea650527ff8d4dc,primary,2,approved,
glesson_902e37aedf50494fb982985426947899,gelement_a4a76399d02c4fc2ba57f0ddd93dfa71,primary,3,approved,
glesson_8c5b4c0a54594df08a901d349e971746,gelement_0c7f10254a824836aec997cb6e70239e,primary,1,approved,
glesson_4e1807cc26d140f79028dbc028fcaa1b,gelement_0bc2a38aa1fe4448862c8d2e59aab92c,primary,1,approved,
glesson_9e80e20829b14b17a957359bb6bbc67e,gelement_743a4e1d81a349ccaed8281adc6489dc,primary,1,approved,
glesson_756a581f98be48b5afa1b781494a4e72,gelement_adb8e5e712534ffcacf2a0fab1533371,primary,1,approved,
glesson_756a581f98be48b5afa1b781494a4e72,gelement_844226b7f4594a2b940df822015b30d9,primary,2,approved,
glesson_081ca9efc2fb40d79a01e906847593b2,gelement_43414ecb7f624310b9df40d35b326f8f,primary,1,approved,
glesson_aee8f5d56fa24588a6ce2de696dc7b13,gelement_41151a34d46e4aeeacbac11151cfe616,primary,1,approved,
glesson_3c6e9fce50f743499075918414b62e11,gelement_c076e2dd51bd4934892d252e8532936d,primary,1,approved,
glesson_7208ea54ca48453fa88ace572360521e,gelement_dcdc94de9cf3420cbdda7e56b0de539e,primary,1,approved,
glesson_7208ea54ca48453fa88ace572360521e,gelement_a666433fbaa640cd9147a518098d03db,primary,2,approved,
glesson_7208ea54ca48453fa88ace572360521e,gelement_afcdb93b18ce411fa80f7c26ecf85f89,primary,3,approved,
glesson_7208ea54ca48453fa88ace572360521e,gelement_91d9894d44604e50a6f0c94750b001da,primary,4,approved,
glesson_ab55443f5842459e92950531f3a14640,gelement_f8dc13ea263945adabf52178093f193c,primary,1,approved,
glesson_37870b2f9f64465286774f5376432844,gelement_261381e5834043039f0e3ba8b5f709f4,primary,1,approved,
glesson_1553ab51818642b2bc0841d9472a6c39,gelement_04e7f9d96a5c4a7d94f3865599cd96fb,primary,1,approved,
glesson_a0f1859f68cb4d54b2caf12ff9e8237b,gelement_fddd93b60b7b4ac88eef71126982217a,primary,1,approved,
glesson_086668360c5544938de5ede95467808a,gelement_415d61ce4514437d8456d9218eee62e4,primary,1,approved,
glesson_086668360c5544938de5ede95467808a,gelement_ae5b216e335d4220be4788c3090216c3,primary,2,approved,
glesson_fafa2f30a8db4d60ab1046837b39b08e,gelement_71c05e38422b48f5be486cf928c245f3,primary,1,approved,
glesson_7003f358f7df4bbeb820c60ae7eef247,gelement_e41b470c16b648b89d4b01b1f776fe54,primary,1,approved,
glesson_3699ff1d274242dca062cce0908bec20,gelement_a0509b7117a9445a8b32b19e4ec29dce,primary,1,approved,
glesson_78985b77a53a429aa7bb1d642fdf7494,gelement_9b00ff1f6b10430e9d6b799f502f35e5,primary,1,approved,
glesson_b06d9fcf7b8d414eb52e92cdd74392a7,gelement_d120cf3932e34918bb311f6e926ee8b0,primary,1,approved,
glesson_ac8a06a59b734a0b9926e0b5e721fa87,gelement_56f5298e0db642b9a6a354001589170d,primary,1,approved,
glesson_f182cc46e3b946abb96f53dda5e4df1c,gelement_dfeabfd8fe514436a7bbbaf236d364da,primary,1,approved,
glesson_7f858a43efcf4b10be8832af83ec2c3a,gelement_2776897ac49547b6974e012d871d4c28,primary,1,approved,
glesson_498b753c7da54f61b6841874434f7a84,gelement_4a459dabcad9488bb539a89f174e5c32,primary,1,approved,
glesson_428b8aa5e9bd475cbf3fa5ef7ba5b5eb,gelement_b4ff0e8541094705bff8a38644faaf73,primary,1,approved,
glesson_a0126ffa7598439aaae163fcd7508b72,gelement_359fa34ea8724e23ad002b89c3ba6052,primary,1,approved,
glesson_9315a8f6d7df428daba515fc04d63e30,gelement_de8f0914d09442df9d79bb1d7aedddde,primary,1,approved,
glesson_9315a8f6d7df428daba515fc04d63e30,gelement_f8cf52fd9e5543889e29fc034b257945,primary,2,approved,
glesson_e253e9a29c714cd8a4333d3f8428b903,gelement_f3061dc6db5c45f7ba8a04f6964cde25,primary,1,approved,
glesson_687cfec23a554ec897fe4131b27568d7,gelement_1e617dbb5edd46edb387405ba5b8c0ab,primary,1,approved,
