vocab_id,level,hanzi,sense_number,product_active,published_surface_count,published_explicit_count,approved_surface_count,approved_explicit_count,published_surface_target_met,published_explicit_target_met,approved_surface_target_met,approved_explicit_target_met,curation_status
hsk26-v02808,5,欧洲,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02809,5,偶然,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02810,5,拍摄,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02811,5,排列,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02812,5,派,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02813,5,派出所,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02814,5,跑道,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02815,5,赔,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02816,5,陪伴,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02817,5,培训,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02818,5,培养,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02819,5,配,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02820,5,配合,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02821,5,配送,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02822,5,盆,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02823,5,碰,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02824,5,碰见,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02825,5,批,1,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02826,5,批,2,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02827,5,批准,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02828,5,匹,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02829,5,骗,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02830,5,拼,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02831,5,拼音,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02832,5,品,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02833,5,品牌,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02834,5,品质,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02835,5,品种,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02836,5,聘请,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02837,5,平,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02838,5,评,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02839,5,凭,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02840,5,平安,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02841,5,平衡,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02842,5,评价,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02843,5,凭借,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02844,5,平静,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02845,5,平均,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02846,5,屏幕,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02847,5,平台,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02848,5,破坏,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02849,5,普及,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02850,5,期待,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02851,5,期间,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02852,5,齐,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02853,5,其,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02854,5,奇迹,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02855,5,其余,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02856,5,企业,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02857,5,气球,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02858,5,汽油,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02859,5,签,1,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02860,5,签订,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02861,5,签名,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02862,5,签字,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02863,5,前进,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02864,5,前来,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02865,5,前途,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02866,5,前往,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02867,5,浅,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02868,5,欠,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02869,5,墙,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02870,5,强大,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02871,5,强调,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02872,5,强度,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02873,5,强烈,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02874,5,抢,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02875,5,抢救,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02876,5,悄悄,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02877,5,切,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02878,5,亲,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02879,5,亲爱,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02880,5,亲朋好友,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02881,5,亲切,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02882,5,亲情,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02883,5,亲人,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02884,5,亲自,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02885,5,勤奋,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02886,5,青,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02887,5,轻易,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02888,5,轻重,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02889,5,情感,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02890,5,情景,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02891,5,情绪,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02892,5,请教,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02893,5,请求,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02894,5,穷,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02895,5,趋势,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02896,5,区域,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02897,5,去世,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02898,5,权,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02899,5,权利,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02900,5,全力,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02901,5,全面,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02902,5,全体,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02903,5,全新,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02904,5,劝,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02905,5,缺乏,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02906,5,确保,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02907,5,确定,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02908,5,确认,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02909,5,群,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02910,5,群体,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02911,5,燃烧,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02912,5,绕,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02913,5,热爱,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02914,5,热量,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02915,5,热烈,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02916,5,热心,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02917,5,人才,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02918,5,人工,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02919,5,人际,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02920,5,人口,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02921,5,人类,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02922,5,人力,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02923,5,人民,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02924,5,人民币,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02925,5,人群,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02926,5,人体,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02927,5,人物,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02928,5,忍,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02929,5,认,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02930,5,日历,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02931,5,日用品,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02932,5,如,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02933,5,如此,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02934,5,如何,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02935,5,如今,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02936,5,如同,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02937,5,如下,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02938,5,软,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02939,5,软件,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02940,5,弱,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02941,5,洒,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02942,5,赛场,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02943,5,色彩,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02944,5,沙漠,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02945,5,沙子,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02946,5,傻,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02947,5,晒,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02948,5,删,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02949,5,扇,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02950,5,删除,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02951,5,山区,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02952,5,擅长,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02953,5,善良,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02954,5,善于,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02955,5,扇子,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02956,5,伤,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02957,5,伤害,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02958,5,商家,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02959,5,商人,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02960,5,商务,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02961,5,商业,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02962,5,赏,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02963,5,上传,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02964,5,上升,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02965,5,上下,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02966,5,上涨,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02967,5,烧,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02968,5,烧烤,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02969,5,蛇,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02970,5,舍不得,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02971,5,舍得,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02972,5,设备,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02973,5,设计,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02974,5,设立,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02975,5,社区,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02976,5,设施,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02977,5,摄影,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02978,5,设置,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02979,5,伸,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02980,5,身材,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02981,5,深度,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02982,5,身份,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02983,5,深厚,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02984,5,深刻,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02985,5,深入,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02986,5,深远,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02987,5,神话,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02988,5,神秘,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02989,5,升,1,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02990,5,生产,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02991,5,生存,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02992,5,生动,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02993,5,升级,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02994,5,升温,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02995,5,生物,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02996,5,生肖,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02997,5,生长,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02998,5,省,2,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v02999,5,省份,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03000,5,省会,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03001,5,胜,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03002,5,胜利,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03003,5,诗,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03004,5,湿,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03005,5,失恋,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03006,5,失眠,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03007,5,诗人,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03008,5,失误,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03009,5,失业,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03010,5,时差,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03011,5,时常,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03012,5,时代,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03013,5,实践,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03014,5,时刻,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03015,5,实力,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03016,5,时期,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03017,5,实施,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03018,5,石头,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03019,5,实习,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03020,5,实现,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03021,5,实行,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03022,5,实验,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03023,5,实验室,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03024,5,实用,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03025,5,食用,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03026,5,使得,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03027,5,始终,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03028,5,式,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03029,5,适当,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03030,5,似的,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03031,5,事故,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03032,5,事件,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03033,5,试卷,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03034,5,市民,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03035,5,事实,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03036,5,视为,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03037,5,事物,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03038,5,事先,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03039,5,试验,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03040,5,事业,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03041,5,试用,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03042,5,适用,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03043,5,收获,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03044,5,收集,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03045,5,收看,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03046,5,守,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03047,5,首次,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03048,5,手段,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03049,5,手工,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03050,5,手术,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03051,5,手套,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03052,5,手续,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03053,5,手指,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03054,5,售价,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03055,5,蔬菜,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03056,5,书法,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03057,5,书房,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03058,5,书架,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03059,5,输入,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03060,5,舒适,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03061,5,熟练,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03062,5,熟人,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03063,5,数,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03064,5,鼠标,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03065,5,属于,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03066,5,束,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03067,5,数据,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03068,5,树木,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03069,5,摔,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03070,5,双方,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03071,5,水分,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03072,5,税,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03073,5,睡眠,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03074,5,顺,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03075,5,说不定,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03076,5,说服,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03077,5,思考,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03078,5,私人,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03079,5,思维,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03080,5,思想,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03081,5,四处,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03082,5,似乎,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03083,5,四周,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03084,5,搜,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03085,5,搜索,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03086,5,宿舍,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03087,5,酸甜苦辣,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03088,5,随,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03089,5,随后,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03090,5,随时,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03091,5,随手,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03092,5,随意,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03093,5,碎,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03094,5,损害,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03095,5,损失,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03096,5,缩短,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03097,5,缩小,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03098,5,所,1,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03099,5,锁,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03100,5,他人,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03101,5,台灯,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03102,5,台阶,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03103,5,太太,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03104,5,谈话,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03105,5,桃,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03106,5,套,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03107,5,特产,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03108,5,特色,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03109,5,特殊,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03110,5,特有,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03111,5,特征,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03112,5,疼痛,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03113,5,提倡,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03114,5,提交,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03115,5,题目,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03116,5,提起,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03117,5,提升,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03118,5,提问,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03119,5,体会,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03120,5,体力,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03121,5,体现,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03122,5,体验,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03123,5,替,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03124,5,天空,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03125,5,天上,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03126,5,填,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03127,5,甜品,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03128,5,挑,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03129,5,挑选,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03130,5,调,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03131,5,调皮,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03132,5,调整,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03133,5,挑战,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03134,5,跳高,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03135,5,跳远,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03136,5,贴,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03137,5,铁路,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03138,5,停留,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03139,5,通常,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03140,5,通行,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03141,5,同,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03142,5,同情,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03143,5,同一,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03144,5,统计,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03145,5,统一,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03146,5,痛苦,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03147,5,投,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03148,5,投入,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03149,5,头,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03150,5,突出,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03151,5,图画,,False,0,0,0,0,False,False,False,False,syllabus_only
hsk26-v03152,5,图书,,False,0,0,0,0,False,False,False,False,syllabus_only
