runtime_order,deck_order,card_id,sentence_id,active,direction,deck_id,deck_name,response_style,tags
1,1,hsk1_sent_zh_en_001,hsk1_sent_zh_en_001,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
2,2,hsk1_sent_en_zh_001,hsk1_sent_en_zh_001,false,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
3,3,hsk1_sent_zh_qa_001,hsk1_sent_zh_qa_001,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
4,1,hsk2_sent_zh_en_001,hsk2_sent_zh_en_001,true,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
5,2,hsk2_sent_en_zh_001,hsk2_sent_en_zh_001,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
6,3,hsk2_sent_zh_qa_001,hsk2_sent_zh_qa_001,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
7,1,hsk3_sent_zh_en_001,hsk3_sent_zh_en_001,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
8,2,hsk3_sent_en_zh_001,hsk3_sent_en_zh_001,false,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
9,3,hsk3_sent_zh_qa_001,hsk3_sent_zh_qa_001,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
10,4,hsk1_sent_zh_en_002,hsk1_sent_zh_en_002,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
11,5,hsk1_sent_en_zh_002,hsk1_sent_en_zh_002,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
12,6,hsk1_sent_zh_qa_002,hsk1_sent_zh_qa_002,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
13,4,hsk2_sent_zh_en_002,hsk2_sent_zh_en_002,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
14,5,hsk2_sent_en_zh_002,hsk2_sent_en_zh_002,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
15,6,hsk2_sent_zh_qa_002,hsk2_sent_zh_qa_002,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
16,4,hsk3_sent_zh_en_002,hsk3_sent_zh_en_002,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
17,5,hsk3_sent_en_zh_002,hsk3_sent_en_zh_002,true,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
18,6,hsk3_sent_zh_qa_002,hsk3_sent_zh_qa_002,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
19,7,hsk1_sent_zh_en_003,hsk1_sent_zh_en_003,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
20,8,hsk1_sent_en_zh_003,hsk1_sent_en_zh_003,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
21,9,hsk1_sent_zh_qa_003,hsk1_sent_zh_qa_003,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
22,7,hsk2_sent_zh_en_003,hsk2_sent_zh_en_003,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
23,8,hsk2_sent_en_zh_003,hsk2_sent_en_zh_003,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
24,9,hsk2_sent_zh_qa_003,hsk2_sent_zh_qa_003,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
25,7,hsk3_sent_zh_en_003,hsk3_sent_zh_en_003,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
26,8,hsk3_sent_en_zh_003,hsk3_sent_en_zh_003,false,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
27,9,hsk3_sent_zh_qa_003,hsk3_sent_zh_qa_003,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
28,10,hsk1_sent_zh_en_004,hsk1_sent_zh_en_004,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
29,11,hsk1_sent_en_zh_004,hsk1_sent_en_zh_004,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
30,12,hsk1_sent_zh_qa_004,hsk1_sent_zh_qa_004,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
31,10,hsk2_sent_zh_en_004,hsk2_sent_zh_en_004,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
32,11,hsk2_sent_en_zh_004,hsk2_sent_en_zh_004,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
33,12,hsk2_sent_zh_qa_004,hsk2_sent_zh_qa_004,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
34,10,hsk3_sent_zh_en_004,hsk3_sent_zh_en_004,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
35,11,hsk3_sent_en_zh_004,hsk3_sent_en_zh_004,false,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
36,12,hsk3_sent_zh_qa_004,hsk3_sent_zh_qa_004,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
37,13,hsk1_sent_zh_en_005,hsk1_sent_zh_en_005,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
38,14,hsk1_sent_en_zh_005,hsk1_sent_en_zh_005,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
39,15,hsk1_sent_zh_qa_005,hsk1_sent_zh_qa_005,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
40,13,hsk2_sent_zh_en_005,hsk2_sent_zh_en_005,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
41,14,hsk2_sent_en_zh_005,hsk2_sent_en_zh_005,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
42,15,hsk2_sent_zh_qa_005,hsk2_sent_zh_qa_005,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
43,13,hsk3_sent_zh_en_005,hsk3_sent_zh_en_005,true,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
44,14,hsk3_sent_en_zh_005,hsk3_sent_en_zh_005,false,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
45,15,hsk3_sent_zh_qa_005,hsk3_sent_zh_qa_005,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
46,16,hsk1_sent_zh_en_006,hsk1_sent_zh_en_006,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
47,17,hsk1_sent_en_zh_006,hsk1_sent_en_zh_006,false,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
48,18,hsk1_sent_zh_qa_006,hsk1_sent_zh_qa_006,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
49,16,hsk2_sent_zh_en_006,hsk2_sent_zh_en_006,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
50,17,hsk2_sent_en_zh_006,hsk2_sent_en_zh_006,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
51,18,hsk2_sent_zh_qa_006,hsk2_sent_zh_qa_006,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
52,16,hsk3_sent_zh_en_006,hsk3_sent_zh_en_006,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
53,17,hsk3_sent_en_zh_006,hsk3_sent_en_zh_006,true,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
54,18,hsk3_sent_zh_qa_006,hsk3_sent_zh_qa_006,true,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
55,19,hsk1_sent_zh_en_007,hsk1_sent_zh_en_007,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
56,20,hsk1_sent_en_zh_007,hsk1_sent_en_zh_007,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
57,21,hsk1_sent_zh_qa_007,hsk1_sent_zh_qa_007,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
58,19,hsk2_sent_zh_en_007,hsk2_sent_zh_en_007,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
59,20,hsk2_sent_en_zh_007,hsk2_sent_en_zh_007,true,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
60,21,hsk2_sent_zh_qa_007,hsk2_sent_zh_qa_007,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
61,19,hsk3_sent_zh_en_007,hsk3_sent_zh_en_007,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
62,20,hsk3_sent_en_zh_007,hsk3_sent_en_zh_007,false,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
63,21,hsk3_sent_zh_qa_007,hsk3_sent_zh_qa_007,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
64,22,hsk1_sent_zh_en_008,hsk1_sent_zh_en_008,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
65,23,hsk1_sent_en_zh_008,hsk1_sent_en_zh_008,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
66,24,hsk1_sent_zh_qa_008,hsk1_sent_zh_qa_008,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
67,22,hsk2_sent_zh_en_008,hsk2_sent_zh_en_008,true,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
68,23,hsk2_sent_en_zh_008,hsk2_sent_en_zh_008,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
69,24,hsk2_sent_zh_qa_008,hsk2_sent_zh_qa_008,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
70,22,hsk3_sent_zh_en_008,hsk3_sent_zh_en_008,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
71,23,hsk3_sent_en_zh_008,hsk3_sent_en_zh_008,true,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
72,24,hsk3_sent_zh_qa_008,hsk3_sent_zh_qa_008,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
73,25,hsk1_sent_zh_en_009,hsk1_sent_zh_en_009,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
74,26,hsk1_sent_en_zh_009,hsk1_sent_en_zh_009,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
75,27,hsk1_sent_zh_qa_009,hsk1_sent_zh_qa_009,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
76,25,hsk2_sent_zh_en_009,hsk2_sent_zh_en_009,true,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
77,26,hsk2_sent_en_zh_009,hsk2_sent_en_zh_009,true,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
78,27,hsk2_sent_zh_qa_009,hsk2_sent_zh_qa_009,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
79,25,hsk3_sent_zh_en_009,hsk3_sent_zh_en_009,true,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
80,26,hsk3_sent_en_zh_009,hsk3_sent_en_zh_009,false,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
81,27,hsk3_sent_zh_qa_009,hsk3_sent_zh_qa_009,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
82,28,hsk1_sent_zh_en_010,hsk1_sent_zh_en_010,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
83,29,hsk1_sent_en_zh_010,hsk1_sent_en_zh_010,false,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
84,30,hsk1_sent_zh_qa_010,hsk1_sent_zh_qa_010,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
85,28,hsk2_sent_zh_en_010,hsk2_sent_zh_en_010,true,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
86,29,hsk2_sent_en_zh_010,hsk2_sent_en_zh_010,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
87,30,hsk2_sent_zh_qa_010,hsk2_sent_zh_qa_010,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
88,28,hsk3_sent_zh_en_010,hsk3_sent_zh_en_010,true,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
89,29,hsk3_sent_en_zh_010,hsk3_sent_en_zh_010,true,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
90,30,hsk3_sent_zh_qa_010,hsk3_sent_zh_qa_010,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
91,31,hsk1_sent_zh_en_011,hsk1_sent_zh_en_011,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
92,32,hsk1_sent_en_zh_011,hsk1_sent_en_zh_011,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
93,33,hsk1_sent_zh_qa_011,hsk1_sent_zh_qa_011,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
94,31,hsk2_sent_zh_en_011,hsk2_sent_zh_en_011,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
95,32,hsk2_sent_en_zh_011,hsk2_sent_en_zh_011,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
96,33,hsk2_sent_zh_qa_011,hsk2_sent_zh_qa_011,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
97,31,hsk3_sent_zh_en_011,hsk3_sent_zh_en_011,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
98,32,hsk3_sent_en_zh_011,hsk3_sent_en_zh_011,true,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
99,33,hsk3_sent_zh_qa_011,hsk3_sent_zh_qa_011,true,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
100,34,hsk1_sent_zh_en_012,hsk1_sent_zh_en_012,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
101,35,hsk1_sent_en_zh_012,hsk1_sent_en_zh_012,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
102,36,hsk1_sent_zh_qa_012,hsk1_sent_zh_qa_012,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
103,34,hsk2_sent_zh_en_012,hsk2_sent_zh_en_012,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
104,35,hsk2_sent_en_zh_012,hsk2_sent_en_zh_012,true,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
105,36,hsk2_sent_zh_qa_012,hsk2_sent_zh_qa_012,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
106,34,hsk3_sent_zh_en_012,hsk3_sent_zh_en_012,true,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
107,35,hsk3_sent_en_zh_012,hsk3_sent_en_zh_012,false,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
108,36,hsk3_sent_zh_qa_012,hsk3_sent_zh_qa_012,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
109,37,hsk1_sent_zh_en_013,hsk1_sent_zh_en_013,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
110,38,hsk1_sent_en_zh_013,hsk1_sent_en_zh_013,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
111,39,hsk1_sent_zh_qa_013,hsk1_sent_zh_qa_013,false,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
112,37,hsk2_sent_zh_en_013,hsk2_sent_zh_en_013,true,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
113,38,hsk2_sent_en_zh_013,hsk2_sent_en_zh_013,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
114,39,hsk2_sent_zh_qa_013,hsk2_sent_zh_qa_013,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
115,37,hsk3_sent_zh_en_013,hsk3_sent_zh_en_013,true,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
116,38,hsk3_sent_en_zh_013,hsk3_sent_en_zh_013,true,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
117,39,hsk3_sent_zh_qa_013,hsk3_sent_zh_qa_013,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
118,40,hsk1_sent_zh_en_014,hsk1_sent_zh_en_014,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
119,41,hsk1_sent_en_zh_014,hsk1_sent_en_zh_014,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
120,42,hsk1_sent_zh_qa_014,hsk1_sent_zh_qa_014,true,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
121,40,hsk2_sent_zh_en_014,hsk2_sent_zh_en_014,true,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
122,41,hsk2_sent_en_zh_014,hsk2_sent_en_zh_014,false,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
123,42,hsk2_sent_zh_qa_014,hsk2_sent_zh_qa_014,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
124,40,hsk3_sent_zh_en_014,hsk3_sent_zh_en_014,false,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
125,41,hsk3_sent_en_zh_014,hsk3_sent_en_zh_014,false,en_to_zh,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|en_to_zh
126,42,hsk3_sent_zh_qa_014,hsk3_sent_zh_qa_014,false,zh_qa,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk3|hsk2026|sentence|zh_qa
127,43,hsk1_sent_zh_en_015,hsk1_sent_zh_en_015,true,zh_to_en,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|zh_to_en
128,44,hsk1_sent_en_zh_015,hsk1_sent_en_zh_015,true,en_to_zh,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,direction_default,hsk1|hsk2026|sentence|en_to_zh
129,45,hsk1_sent_zh_qa_015,hsk1_sent_zh_qa_015,true,zh_qa,sentence_hsk1,HSK 1 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk1|hsk2026|sentence|zh_qa
130,43,hsk2_sent_zh_en_015,hsk2_sent_zh_en_015,false,zh_to_en,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|zh_to_en
131,44,hsk2_sent_en_zh_015,hsk2_sent_en_zh_015,true,en_to_zh,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,direction_default,hsk2|hsk2026|sentence|en_to_zh
132,45,hsk2_sent_zh_qa_015,hsk2_sent_zh_qa_015,false,zh_qa,sentence_hsk2,HSK 2 sentence cards — 2026 syllabus aligned,labeled_ab_lines,hsk2|hsk2026|sentence|zh_qa
133,43,hsk3_sent_zh_en_015,hsk3_sent_zh_en_015,true,zh_to_en,sentence_hsk3,HSK 3 sentence cards — 2026 syllabus aligned,direction_default,hsk3|hsk2026|sentence|zh_to_en
